"Host","Parasite","ParasiteFull"
"Lanius collurio","Porrocaecum ensicaudatum","Porrocaecum ensicaudatum (Zeder, 1800)"
"Larus minutus","Porrocaecum ensicaudatum","Porrocaecum ensicaudatum (Zeder, 1800)"
"Larus ridibundus","Porrocaecum ensicaudatum","Porrocaecum ensicaudatum (Zeder, 1800)"
"Limosa lapponica","Porrocaecum ensicaudatum","Porrocaecum ensicaudatum (Zeder, 1800)"
"Limosa limosa","Porrocaecum ensicaudatum","Porrocaecum ensicaudatum (Zeder, 1800)"
"Lumbricus rubellus","Porrocaecum ensicaudatum","Porrocaecum ensicaudatum (Zeder, 1800)"
"Lumbricus terrestris","Porrocaecum ensicaudatum","Porrocaecum ensicaudatum (Zeder, 1800)"
"Luscinia luscinia","Porrocaecum ensicaudatum","Porrocaecum ensicaudatum (Zeder, 1800)"
"Meles meles","Porrocaecum ensicaudatum","Porrocaecum ensicaudatum (Zeder, 1800)"
"Molothrus ater","Porrocaecum ensicaudatum","Porrocaecum ensicaudatum (Zeder, 1800)"
"Motacilla alba alba","Porrocaecum ensicaudatum","Porrocaecum ensicaudatum (Zeder, 1800)"
"Nicodrilus calliginosus var. trapezoides","Porrocaecum ensicaudatum","Porrocaecum ensicaudatum (Zeder, 1800)"
"Nicodrilus roseus","Porrocaecum ensicaudatum","Porrocaecum ensicaudatum (Zeder, 1800)"
"Octolasium lacteum","Porrocaecum ensicaudatum","Porrocaecum ensicaudatum (Zeder, 1800)"
"Oenanthe oenanthe","Porrocaecum ensicaudatum","Porrocaecum ensicaudatum (Zeder, 1800)"
"Passer domesticus","Porrocaecum ensicaudatum","Porrocaecum ensicaudatum (Zeder, 1800)"
"Quiscalus quiscula","Porrocaecum ensicaudatum","Porrocaecum ensicaudatum (Zeder, 1800)"
"Salmo trutta m. fario","Porrocaecum ensicaudatum","Porrocaecum ensicaudatum (Zeder, 1800)"
"Scolopax rusticola","Porrocaecum ensicaudatum","Porrocaecum ensicaudatum (Zeder, 1800)"
"Sturnus vulgaris","Porrocaecum ensicaudatum","Porrocaecum ensicaudatum (Zeder, 1800)"
"Tringa totanus","Porrocaecum ensicaudatum","Porrocaecum ensicaudatum (Zeder, 1800)"
"Turdus iliacus","Porrocaecum ensicaudatum","Porrocaecum ensicaudatum (Zeder, 1800)"
"Turdus merula","Porrocaecum ensicaudatum","Porrocaecum ensicaudatum (Zeder, 1800)"
"Turdus migratorius","Porrocaecum ensicaudatum","Porrocaecum ensicaudatum (Zeder, 1800)"
"Turdus musicus","Porrocaecum ensicaudatum","Porrocaecum ensicaudatum (Zeder, 1800)"
"Turdus philomelos","Porrocaecum ensicaudatum","Porrocaecum ensicaudatum (Zeder, 1800)"
"Turdus pilaris","Porrocaecum ensicaudatum","Porrocaecum ensicaudatum (Zeder, 1800)"
"Turdus ruficollis","Porrocaecum ensicaudatum","Porrocaecum ensicaudatum (Zeder, 1800)"
"Turdus viscivorus","Porrocaecum ensicaudatum","Porrocaecum ensicaudatum (Zeder, 1800)"
"Vanellus vanellus","Porrocaecum ensicaudatum","Porrocaecum ensicaudatum (Zeder, 1800)"
"(Birds) ","Porrocaecum semiteres","Porrocaecum semiteres (Zeder, 1800)"
"(Fish) ","Porrocaecum semiteres","Porrocaecum semiteres (Zeder, 1800)"
"(No host given) ","Porrocaecum semiteres","Porrocaecum semiteres (Zeder, 1800)"
"Anas crecca","Porrocaecum semiteres","Porrocaecum semiteres (Zeder, 1800)"
"Arenaria interpres","Porrocaecum semiteres","Porrocaecum semiteres (Zeder, 1800)"
"Calidris alba","Porrocaecum semiteres","Porrocaecum semiteres (Zeder, 1800)"
"Calidris alpina","Porrocaecum semiteres","Porrocaecum semiteres (Zeder, 1800)"
"Charadrius apricarius","Porrocaecum semiteres","Porrocaecum semiteres (Zeder, 1800)"
"Charadrius hiaticula","Porrocaecum semiteres","Porrocaecum semiteres (Zeder, 1800)"
"Charadrius hiaticula hiaticula","Porrocaecum semiteres","Porrocaecum semiteres (Zeder, 1800)"
"Charadrius squatarola","Porrocaecum semiteres","Porrocaecum semiteres (Zeder, 1800)"
"Lanius collurio","Porrocaecum semiteres","Porrocaecum semiteres (Zeder, 1800)"
"Lanius ludovicianus","Porrocaecum semiteres","Porrocaecum semiteres (Zeder, 1800)"
"Larus argentatus","Porrocaecum semiteres","Porrocaecum semiteres (Zeder, 1800)"
"Larus canus","Porrocaecum semiteres","Porrocaecum semiteres (Zeder, 1800)"
"Larus ridibundus","Porrocaecum semiteres","Porrocaecum semiteres (Zeder, 1800)"
"Limosa limosa","Porrocaecum semiteres","Porrocaecum semiteres (Zeder, 1800)"
"Lumbricus castaneus","Porrocaecum semiteres","Porrocaecum semiteres (Zeder, 1800)"
"Numenius arquata","Porrocaecum semiteres","Porrocaecum semiteres (Zeder, 1800)"
"Numenius phaeopus phaeopus","Porrocaecum semiteres","Porrocaecum semiteres (Zeder, 1800)"
"Perca fluviatilis","Porrocaecum semiteres","Porrocaecum semiteres (Zeder, 1800)"
"Philomachus pugnax","Porrocaecum semiteres","Porrocaecum semiteres (Zeder, 1800)"
"Pluvialis apricaria","Porrocaecum semiteres","Porrocaecum semiteres (Zeder, 1800)"
"Pluvialis squatarola","Porrocaecum semiteres","Porrocaecum semiteres (Zeder, 1800)"
"Scolopax rusticola","Porrocaecum semiteres","Porrocaecum semiteres (Zeder, 1800)"
"Sturnus vulgaris","Porrocaecum semiteres","Porrocaecum semiteres (Zeder, 1800)"
"Tringa glareola","Porrocaecum semiteres","Porrocaecum semiteres (Zeder, 1800)"
"Tringa hypoleucos","Porrocaecum semiteres","Porrocaecum semiteres (Zeder, 1800)"
"Tringa totanus","Porrocaecum semiteres","Porrocaecum semiteres (Zeder, 1800)"
"Turdus philomelos","Porrocaecum semiteres","Porrocaecum semiteres (Zeder, 1800)"
"Turdus pilaris","Porrocaecum semiteres","Porrocaecum semiteres (Zeder, 1800)"
"Turdus torquatus","Porrocaecum semiteres","Porrocaecum semiteres (Zeder, 1800)"
"Turdus viscivorus","Porrocaecum semiteres","Porrocaecum semiteres (Zeder, 1800)"
"Vanellus vanellus","Porrocaecum semiteres","Porrocaecum semiteres (Zeder, 1800)"
"(Fish) ","Procamallanus fukiensis","Procamallanus fukiensis Wang, 1975"
"(Freshwater_fish) ","Procamallanus fukiensis","Procamallanus fukiensis Wang, 1975"
"(Freshwater_fish) ","Procamallanus laeviconchus","Procamallanus laeviconchus (Wedl, 1862)"
"Auchenoglanis occidentalis","Procamallanus laeviconchus","Procamallanus laeviconchus (Wedl, 1862)"
"Bagrus bayad","Procamallanus laeviconchus","Procamallanus laeviconchus (Wedl, 1862)"
"Bagrus docmac","Procamallanus laeviconchus","Procamallanus laeviconchus (Wedl, 1862)"
"Chrysichthys auratus","Procamallanus laeviconchus","Procamallanus laeviconchus (Wedl, 1862)"
"Citharinus citharus","Procamallanus laeviconchus","Procamallanus laeviconchus (Wedl, 1862)"
"Citharinus gibbosus","Procamallanus laeviconchus","Procamallanus laeviconchus (Wedl, 1862)"
"Clarias agboyensis","Procamallanus laeviconchus","Procamallanus laeviconchus (Wedl, 1862)"
"Clarias anguillaris","Procamallanus laeviconchus","Procamallanus laeviconchus (Wedl, 1862)"
"Clarias buthupogon","Procamallanus laeviconchus","Procamallanus laeviconchus (Wedl, 1862)"
"Clarias ebriensis","Procamallanus laeviconchus","Procamallanus laeviconchus (Wedl, 1862)"
"Clarias gariepinus","Procamallanus laeviconchus","Procamallanus laeviconchus (Wedl, 1862)"
"Clarias lazera","Procamallanus laeviconchus","Procamallanus laeviconchus (Wedl, 1862)"
"Clarias macromystax","Procamallanus laeviconchus","Procamallanus laeviconchus (Wedl, 1862)"
"Clarias senegalensis","Procamallanus laeviconchus","Procamallanus laeviconchus (Wedl, 1862)"
"Distichodus niloticus","Procamallanus laeviconchus","Procamallanus laeviconchus (Wedl, 1862)"
"Distichodus rostratus","Procamallanus laeviconchus","Procamallanus laeviconchus (Wedl, 1862)"
"Gnathonemus cyprinoides","Procamallanus laeviconchus","Procamallanus laeviconchus (Wedl, 1862)"
"Haplochromis desfontainesi","Procamallanus laeviconchus","Procamallanus laeviconchus (Wedl, 1862)"
"Malapterurus electricus","Procamallanus laeviconchus","Procamallanus laeviconchus (Wedl, 1862)"
"Mormyrops anguilloides","Procamallanus laeviconchus","Procamallanus laeviconchus (Wedl, 1862)"
"Mormyrops deliciosus","Procamallanus laeviconchus","Procamallanus laeviconchus (Wedl, 1862)"
"Mormyrus caschive","Procamallanus laeviconchus","Procamallanus laeviconchus (Wedl, 1862)"
"Schilbe mystus","Procamallanus laeviconchus","Procamallanus laeviconchus (Wedl, 1862)"
"Synodontis afro-fischeri","Procamallanus laeviconchus","Procamallanus laeviconchus (Wedl, 1862)"
"Synodontis batensoda","Procamallanus laeviconchus","Procamallanus laeviconchus (Wedl, 1862)"
"Synodontis clarias","Procamallanus laeviconchus","Procamallanus laeviconchus (Wedl, 1862)"
"Synodontis gambiensis","Procamallanus laeviconchus","Procamallanus laeviconchus (Wedl, 1862)"
"Synodontis membranaceus","Procamallanus laeviconchus","Procamallanus laeviconchus (Wedl, 1862)"
"Synodontis nigrita","Procamallanus laeviconchus","Procamallanus laeviconchus (Wedl, 1862)"
"Synodontis schall","Procamallanus laeviconchus","Procamallanus laeviconchus (Wedl, 1862)"
"Synodontis sorex","Procamallanus laeviconchus","Procamallanus laeviconchus (Wedl, 1862)"
"Synodontis victoriae","Procamallanus laeviconchus","Procamallanus laeviconchus (Wedl, 1862)"
"Astyanax fasciatus","Procamallanus neocaballeroi","Procamallanus (Spirocamallanus) neocaballeroi (Caballero-Deloya, 1977)"
"Cichlasoma maculicauda","Procamallanus neocaballeroi","Procamallanus (Spirocamallanus) neocaballeroi (Caballero-Deloya, 1977)"
"Mesocyclops sp.","Procamallanus neocaballeroi","Procamallanus (Spirocamallanus) neocaballeroi (Caballero-Deloya, 1977)"
"Rhamdia guatemalensis","Procamallanus neocaballeroi","Procamallanus (Spirocamallanus) neocaballeroi (Caballero-Deloya, 1977)"
"Amphilophus alfari","Procamallanus rebecae","Procamallanus (Spirocamallanus) rebecae (Andrade-Salas, Pinez-Lopez & Garcia-Magana, 1994)"
"Amphilophus citrinellus","Procamallanus rebecae","Procamallanus (Spirocamallanus) rebecae (Andrade-Salas, Pinez-Lopez & Garcia-Magana, 1994)"
"Cichlasoma ","Procamallanus rebecae","Procamallanus (Spirocamallanus) rebecae (Andrade-Salas, Pinez-Lopez & Garcia-Magana, 1994)"
"Cichlasoma alfaroi","Procamallanus rebecae","Procamallanus (Spirocamallanus) rebecae (Andrade-Salas, Pinez-Lopez & Garcia-Magana, 1994)"
"Cichlasoma bifasciatum","Procamallanus rebecae","Procamallanus (Spirocamallanus) rebecae (Andrade-Salas, Pinez-Lopez & Garcia-Magana, 1994)"
"Cichlasoma callolepis","Procamallanus rebecae","Procamallanus (Spirocamallanus) rebecae (Andrade-Salas, Pinez-Lopez & Garcia-Magana, 1994)"
"Cichlasoma citrinellum","Procamallanus rebecae","Procamallanus (Spirocamallanus) rebecae (Andrade-Salas, Pinez-Lopez & Garcia-Magana, 1994)"
"Cichlasoma fenestratum","Procamallanus rebecae","Procamallanus (Spirocamallanus) rebecae (Andrade-Salas, Pinez-Lopez & Garcia-Magana, 1994)"
"Cichlasoma gadovii","Procamallanus rebecae","Procamallanus (Spirocamallanus) rebecae (Andrade-Salas, Pinez-Lopez & Garcia-Magana, 1994)"
"Cichlasoma geddesi","Procamallanus rebecae","Procamallanus (Spirocamallanus) rebecae (Andrade-Salas, Pinez-Lopez & Garcia-Magana, 1994)"
"Cichlasoma helleri","Procamallanus rebecae","Procamallanus (Spirocamallanus) rebecae (Andrade-Salas, Pinez-Lopez & Garcia-Magana, 1994)"
"Cichlasoma intermedium","Procamallanus rebecae","Procamallanus (Spirocamallanus) rebecae (Andrade-Salas, Pinez-Lopez & Garcia-Magana, 1994)"
"Cichlasoma maculicauda","Procamallanus rebecae","Procamallanus (Spirocamallanus) rebecae (Andrade-Salas, Pinez-Lopez & Garcia-Magana, 1994)"
"Cichlasoma managuense","Procamallanus rebecae","Procamallanus (Spirocamallanus) rebecae (Andrade-Salas, Pinez-Lopez & Garcia-Magana, 1994)"
"Cichlasoma meeki","Procamallanus rebecae","Procamallanus (Spirocamallanus) rebecae (Andrade-Salas, Pinez-Lopez & Garcia-Magana, 1994)"
"Cichlasoma pasionis","Procamallanus rebecae","Procamallanus (Spirocamallanus) rebecae (Andrade-Salas, Pinez-Lopez & Garcia-Magana, 1994)"
"Cichlasoma rectangulare","Procamallanus rebecae","Procamallanus (Spirocamallanus) rebecae (Andrade-Salas, Pinez-Lopez & Garcia-Magana, 1994)"
"Cichlasoma robertsoni","Procamallanus rebecae","Procamallanus (Spirocamallanus) rebecae (Andrade-Salas, Pinez-Lopez & Garcia-Magana, 1994)"
"Cichlasoma salvini","Procamallanus rebecae","Procamallanus (Spirocamallanus) rebecae (Andrade-Salas, Pinez-Lopez & Garcia-Magana, 1994)"
"Cichlasoma sp.","Procamallanus rebecae","Procamallanus (Spirocamallanus) rebecae (Andrade-Salas, Pinez-Lopez & Garcia-Magana, 1994)"
"Cichlasoma synspilum","Procamallanus rebecae","Procamallanus (Spirocamallanus) rebecae (Andrade-Salas, Pinez-Lopez & Garcia-Magana, 1994)"
"Cichlasoma urophthalmus","Procamallanus rebecae","Procamallanus (Spirocamallanus) rebecae (Andrade-Salas, Pinez-Lopez & Garcia-Magana, 1994)"
"Herichthys geddesi","Procamallanus rebecae","Procamallanus (Spirocamallanus) rebecae (Andrade-Salas, Pinez-Lopez & Garcia-Magana, 1994)"
"Herotilapia multispinosa","Procamallanus rebecae","Procamallanus (Spirocamallanus) rebecae (Andrade-Salas, Pinez-Lopez & Garcia-Magana, 1994)"
"Heterotilapia multispinosa","Procamallanus rebecae","Procamallanus (Spirocamallanus) rebecae (Andrade-Salas, Pinez-Lopez & Garcia-Magana, 1994)"
"Mesocyclops chaci","Procamallanus rebecae","Procamallanus (Spirocamallanus) rebecae (Andrade-Salas, Pinez-Lopez & Garcia-Magana, 1994)"
"Mesocyclops sp.","Procamallanus rebecae","Procamallanus (Spirocamallanus) rebecae (Andrade-Salas, Pinez-Lopez & Garcia-Magana, 1994)"
"Petenia splendida","Procamallanus rebecae","Procamallanus (Spirocamallanus) rebecae (Andrade-Salas, Pinez-Lopez & Garcia-Magana, 1994)"
"Poecilia reticulata","Procamallanus rebecae","Procamallanus (Spirocamallanus) rebecae (Andrade-Salas, Pinez-Lopez & Garcia-Magana, 1994)"
"Heteropneustes fossilis","Procamallanus saccobranchi","Procamallanus saccobranchi Karve, 1952"
"Mesocyclops crassus","Procamallanus saccobranchi","Procamallanus saccobranchi Karve, 1952"
"Mesocyclops leuckarti","Procamallanus saccobranchi","Procamallanus saccobranchi Karve, 1952"
"(Catfish) ","Procamallanus spiculogubernaculus","Procamallanus spiculogubernaculus Agarwal, 1958"
"Channa striata","Procamallanus spiculogubernaculus","Procamallanus spiculogubernaculus Agarwal, 1958"
"Clarias batrachus","Procamallanus spiculogubernaculus","Procamallanus spiculogubernaculus Agarwal, 1958"
"Cyclops vicinus","Procamallanus spiculogubernaculus","Procamallanus spiculogubernaculus Agarwal, 1958"
"Heteropneustes fossilis","Procamallanus spiculogubernaculus","Procamallanus spiculogubernaculus Agarwal, 1958"
"Lepidocephalichthyes guntea","Procamallanus spiculogubernaculus","Procamallanus spiculogubernaculus Agarwal, 1958"
"Mesocyclops hyalinus","Procamallanus spiculogubernaculus","Procamallanus spiculogubernaculus Agarwal, 1958"
"Mesocyclops leuckarti","Procamallanus spiculogubernaculus","Procamallanus spiculogubernaculus Agarwal, 1958"
"Mystus tengara","Procamallanus spiculogubernaculus","Procamallanus spiculogubernaculus Agarwal, 1958"
"Puntius conchonius","Procamallanus spiculogubernaculus","Procamallanus spiculogubernaculus Agarwal, 1958"
"Wallago attu","Procamallanus spiculogubernaculus","Procamallanus spiculogubernaculus Agarwal, 1958"
"Dasyatis americana","Prochristianella hispida","Prochristianella hispida (Linton, 1890)"
"Dasyatis sabina","Prochristianella hispida","Prochristianella hispida (Linton, 1890)"
"Farfantepenaeus aztecus","Prochristianella hispida","Prochristianella hispida (Linton, 1890)"
"Penaeus aztecus","Prochristianella hispida","Prochristianella hispida (Linton, 1890)"
"Penaeus brasiliensis","Prochristianella hispida","Prochristianella hispida (Linton, 1890)"
"Penaeus duorarum","Prochristianella hispida","Prochristianella hispida (Linton, 1890)"
"Penaeus setiferus","Prochristianella hispida","Prochristianella hispida (Linton, 1890)"
"Trachypenaeus constrictus","Prochristianella hispida","Prochristianella hispida (Linton, 1890)"
"Agama caucasica","Procyrnea zorillae","Procyrnea zorillae (Seurat, 1919)"
"Athene noctua","Procyrnea zorillae","Procyrnea zorillae (Seurat, 1919)"
"Coluber karelini","Procyrnea zorillae","Procyrnea zorillae (Seurat, 1919)"
"Echis coloratus","Procyrnea zorillae","Procyrnea zorillae (Seurat, 1919)"
"Echis multisquamatus","Procyrnea zorillae","Procyrnea zorillae (Seurat, 1919)"
"Elaphe dione","Procyrnea zorillae","Procyrnea zorillae (Seurat, 1919)"
"Hemiechinus auritus","Procyrnea zorillae","Procyrnea zorillae (Seurat, 1919)"
"Ocnera ","Procyrnea zorillae","Procyrnea zorillae (Seurat, 1919)"
"Psammophis lineatum","Procyrnea zorillae","Procyrnea zorillae (Seurat, 1919)"
"Psammophis lineolatus","Procyrnea zorillae","Procyrnea zorillae (Seurat, 1919)"
"Spalerosophis diadema","Procyrnea zorillae","Procyrnea zorillae (Seurat, 1919)"
"Stellio caucasius","Procyrnea zorillae","Procyrnea zorillae (Seurat, 1919)"
"Trigonoscelis gigas","Procyrnea zorillae","Procyrnea zorillae (Seurat, 1919)"
"Varanus griseus","Procyrnea zorillae","Procyrnea zorillae (Seurat, 1919)"
"Emerita analoga","Profilicollis altmani","Profilicollis altmani (Perry, 1942)"
"Emerita talpoida","Profilicollis altmani","Profilicollis altmani (Perry, 1942)"
"Carcinus maenas","Polymorphus botulus","Polymorphus (Profilicollis) botulus"
"(Waterfowl) ","Profilicollis botulus","Profilicollis botulus (Van Cleave, 1916)"
"Aythya marila","Profilicollis botulus","Profilicollis botulus (Van Cleave, 1916)"
"Bucephala clangula","Profilicollis botulus","Profilicollis botulus (Van Cleave, 1916)"
"Bucephala islandica","Profilicollis botulus","Profilicollis botulus (Van Cleave, 1916)"
"Hemigrapsus oregonensis","Profilicollis botulus","Profilicollis botulus (Van Cleave, 1916)"
"Melanitta fusca","Profilicollis botulus","Profilicollis botulus (Van Cleave, 1916)"
"Melanitta nigra","Profilicollis botulus","Profilicollis botulus (Van Cleave, 1916)"
"Melanitta perspicillata","Profilicollis botulus","Profilicollis botulus (Van Cleave, 1916)"
"Necora puber","Profilicollis botulus","Profilicollis botulus (Van Cleave, 1916)"
"Procyon lotor","Profilicollis botulus","Profilicollis botulus (Van Cleave, 1916)"
"Somateria mollissima","Profilicollis botulus","Profilicollis botulus (Van Cleave, 1916)"
"(No actual record) ","Polymorphus chasmagnathi","Polymorphus (Profilicollis) chasmagnathi (Holcman Spector, Mane Garzon & Dei Cas, 1977)"
"Fulica armillata","Polymorphus chasmagnathi","Polymorphus (Profilicollis) chasmagnathi (Holcman Spector, Mane Garzon & Dei Cas, 1977)"
"Plegadis chihi","Polymorphus chasmagnathi","Polymorphus (Profilicollis) chasmagnathi (Holcman Spector, Mane Garzon & Dei Cas, 1977)"
"Podiceps rolland","Polymorphus chasmagnathi","Polymorphus (Profilicollis) chasmagnathi (Holcman Spector, Mane Garzon & Dei Cas, 1977)"
"Haematopus ostralegus finschi","Profilicollis novaezelandensis","Profilicollis novaezelandensis Brockerhoff & Smales, 2002"
"Helice crassa","Profilicollis novaezelandensis","Profilicollis novaezelandensis Brockerhoff & Smales, 2002"
"Hemigrapsus crenulatus","Profilicollis novaezelandensis","Profilicollis novaezelandensis Brockerhoff & Smales, 2002"
"Larus dominicanus","Profilicollis novaezelandensis","Profilicollis novaezelandensis Brockerhoff & Smales, 2002"
"Limosa lapponica","Profilicollis novaezelandensis","Profilicollis novaezelandensis Brockerhoff & Smales, 2002"
"Macrophthalmus hirtipes","Profilicollis novaezelandensis","Profilicollis novaezelandensis Brockerhoff & Smales, 2002"
"Cancer plebejus","Proleptus niedmanni","Proleptus niedmanni (Torres & Grandjean, 1983)"
"(Fish) ","Proleptus obtusus","Proleptus obtusus Dujardin, 1845"
"Aetobatus flagellum","Proleptus obtusus","Proleptus obtusus Dujardin, 1845"
"Calocaris macandreae","Proleptus obtusus","Proleptus obtusus Dujardin, 1845"
"Carcinus maenas","Proleptus obtusus","Proleptus obtusus Dujardin, 1845"
"Eupagurus bernhardus","Proleptus obtusus","Proleptus obtusus Dujardin, 1845"
"Haploblepharus edwardsii","Proleptus obtusus","Proleptus obtusus Dujardin, 1845"
"Haploblepharus pictus","Proleptus obtusus","Proleptus obtusus Dujardin, 1845"
"Raja clavata","Proleptus obtusus","Proleptus obtusus Dujardin, 1845"
"Scyliorhinus canicula","Proleptus obtusus","Proleptus obtusus Dujardin, 1845"
"Callithrix jacchus","Prosthenorchis elegans","Prosthenorchis elegans (Diesing, 1851)"
"Callithrix leucocephala","Prosthenorchis elegans","Prosthenorchis elegans (Diesing, 1851)"
"Callithrix penicillata","Prosthenorchis elegans","Prosthenorchis elegans (Diesing, 1851)"
"Callithrix santaremensis","Prosthenorchis elegans","Prosthenorchis elegans (Diesing, 1851)"
